transaction_id,customer_name,amount,failure_reason,timestamp,do_not_contact,action,channel,policy_note
TXN0054,Nikhil Joshi,1745.48,invalid_card,2026-08-28 00:01:50,False,send_nudge,email,
TXN0140,Sneha Patel,1607.59,insufficient_funds,2026-08-28 01:54:07,False,retry_later,sms,
TXN0015,Arjun Nair,7317.36,insufficient_funds,2026-08-28 04:36:51,True,mark_lost,none,suppressed_do_not_contact
TXN0067,Priya Sharma,9362.77,invalid_card,2026-08-28 05:34:05,False,send_nudge,email,
TXN0066,Rohan Gupta,6748.73,network_timeout,2026-08-28 05:49:21,False,retry_now,none,
TXN0040,Anjali Bose,3795.86,card_expired,2026-08-28 07:11:59,False,send_nudge,email,
TXN0119,Suresh Babu,4323.73,invalid_card,2026-08-28 08:32:14,False,mark_lost,none,suppressed_retry_cap
TXN0051,Ananya Iyer,8756.41,network_timeout,2026-08-28 09:12:18,False,retry_now,none,
TXN0106,Pooja Desai,6580.59,network_timeout,2026-08-28 09:31:40,True,retry_now,none,
TXN0070,Arjun Nair,3757.32,invalid_card,2026-08-28 10:23:32,True,mark_lost,none,suppressed_do_not_contact
TXN0096,Kavya Reddy,3521.3,network_timeout,2026-08-28 10:49:19,False,retry_now,none,
TXN0130,Meera Pillai,4932.47,invalid_card,2026-08-28 10:57:21,False,send_nudge,email,
TXN0028,Rohan Gupta,3466.74,fraud_blocked,2026-08-28 11:12:46,False,manual_review,none,
TXN0105,Divya Menon,3107.36,invalid_card,2026-08-28 12:23:00,False,send_nudge,email,
TXN0081,Sneha Patel,5865.84,invalid_card,2026-08-28 12:24:28,False,send_nudge,email,
TXN0148,Suresh Babu,505.58,network_timeout,2026-08-28 12:44:45,False,retry_now,none,
TXN0004,Suresh Babu,5655.33,card_expired,2026-08-28 14:52:18,False,mark_lost,none,suppressed_retry_cap
TXN0111,Pooja Desai,7707.04,card_expired,2026-08-28 16:05:26,True,mark_lost,none,suppressed_do_not_contact
TXN0047,Sanjay Mehta,4366.41,insufficient_funds,2026-08-28 16:53:31,False,retry_later,sms,
TXN0104,Rohan Gupta,6192.6,invalid_card,2026-08-28 18:05:54,False,mark_lost,none,suppressed_retry_cap
TXN0039,Rohan Gupta,6928.69,fraud_blocked,2026-08-28 19:47:54,False,manual_review,none,
TXN0127,Deepa Krishnan,8817.5,insufficient_funds,2026-08-29 00:15:54,False,mark_lost,none,suppressed_retry_cap
TXN0012,Karthik Raj,8566.65,invalid_card,2026-08-29 00:19:34,False,mark_lost,none,suppressed_retry_cap
TXN0007,Ananya Iyer,3431.29,invalid_card,2026-08-29 00:22:26,False,mark_lost,none,suppressed_retry_cap
TXN0055,Arjun Nair,9033.18,invalid_card,2026-08-29 00:36:11,True,mark_lost,none,suppressed_do_not_contact
TXN0013,Arjun Nair,8356.69,network_timeout,2026-08-29 02:42:47,True,retry_now,none,
TXN0099,Divya Menon,7221.36,network_timeout,2026-08-29 04:08:36,False,retry_now,none,
TXN0022,Lakshmi Rao,8987.45,network_timeout,2026-08-29 04:40:38,False,retry_now,none,
TXN0083,Karthik Raj,2569.34,insufficient_funds,2026-08-29 06:40:25,False,mark_lost,none,suppressed_retry_cap
TXN0090,Pooja Desai,8183.21,insufficient_funds,2026-08-29 07:38:19,True,mark_lost,none,suppressed_do_not_contact
TXN0135,Kavya Reddy,2194.44,network_timeout,2026-08-29 10:33:23,False,retry_now,none,
TXN0108,Manoj Tiwari,6671.15,insufficient_funds,2026-08-29 11:06:41,True,mark_lost,none,suppressed_do_not_contact
TXN0077,Priya Sharma,2838.13,network_timeout,2026-08-29 11:30:11,False,retry_now,none,
TXN0056,Pooja Desai,2724.51,invalid_card,2026-08-29 23:05:48,True,mark_lost,none,suppressed_do_not_contact
TXN0021,Suresh Babu,7474.39,insufficient_funds,2026-08-30 04:29:55,False,mark_lost,none,suppressed_retry_cap
TXN0120,Pooja Desai,8627.8,insufficient_funds,2026-08-30 05:21:02,True,mark_lost,none,suppressed_do_not_contact
TXN0136,Sanjay Mehta,2853.74,invalid_card,2026-08-30 07:00:41,False,send_nudge,email,
TXN0049,Karthik Raj,8024.87,card_expired,2026-08-30 07:52:44,False,mark_lost,none,suppressed_retry_cap
TXN0001,Meera Pillai,346.61,card_expired,2026-08-30 08:46:57,False,send_nudge,email,
TXN0034,Rohan Gupta,8332.49,invalid_card,2026-08-30 10:05:17,False,mark_lost,none,suppressed_retry_cap
TXN0065,Kavya Reddy,2121.17,invalid_card,2026-08-30 10:16:19,False,send_nudge,email,
TXN0122,Rohan Gupta,4453.74,insufficient_funds,2026-08-30 11:16:41,False,mark_lost,none,suppressed_retry_cap
TXN0003,Divya Menon,393.99,network_timeout,2026-08-30 11:43:04,False,retry_now,none,
TXN0017,Rahul Verma,7705.3,insufficient_funds,2026-08-30 12:35:06,False,mark_lost,none,suppressed_retry_cap
TXN0109,Rohan Gupta,7535.27,fraud_blocked,2026-08-30 13:38:34,False,manual_review,none,
TXN0016,Suresh Babu,9260.37,insufficient_funds,2026-08-30 14:50:56,False,mark_lost,none,suppressed_retry_cap
TXN0114,Sanjay Mehta,8865.11,invalid_card,2026-08-30 15:02:05,False,mark_lost,none,suppressed_retry_cap
TXN0044,Nikhil Joshi,2455.25,insufficient_funds,2026-08-30 16:08:23,False,retry_later,sms,
TXN0019,Kavya Reddy,5714.08,invalid_card,2026-08-30 16:31:34,False,send_nudge,email,
TXN0139,Vikram Singh,7565.91,card_expired,2026-08-30 19:42:36,False,send_nudge,email,
TXN0031,Manoj Tiwari,6424.6,insufficient_funds,2026-08-30 19:49:04,True,mark_lost,none,suppressed_do_not_contact
TXN0046,Sanjay Mehta,4781.43,insufficient_funds,2026-08-30 21:51:29,False,mark_lost,none,suppressed_retry_cap
TXN0097,Deepa Krishnan,1243.89,invalid_card,2026-08-30 21:56:15,False,mark_lost,none,suppressed_retry_cap
TXN0050,Sanjay Mehta,4540.27,insufficient_funds,2026-08-30 23:31:10,False,mark_lost,none,suppressed_retry_cap
TXN0086,Priya Sharma,8825.02,fraud_blocked,2026-08-31 00:30:36,False,manual_review,none,
TXN0037,Suresh Babu,4804.3,insufficient_funds,2026-08-31 03:55:34,False,mark_lost,none,suppressed_retry_cap
TXN0088,Meera Pillai,8125.42,invalid_card,2026-08-31 05:20:56,False,mark_lost,none,suppressed_retry_cap
TXN0060,Anjali Bose,5077.22,network_timeout,2026-08-31 05:46:22,False,retry_now,none,
TXN0006,Meera Pillai,4282.88,insufficient_funds,2026-08-31 06:14:29,False,mark_lost,none,suppressed_retry_cap
TXN0020,Pooja Desai,8857.36,network_timeout,2026-08-31 09:16:02,True,retry_now,none,
TXN0123,Ananya Iyer,8939.97,insufficient_funds,2026-08-31 10:20:48,False,mark_lost,none,suppressed_retry_cap
TXN0116,Pooja Desai,8497.53,insufficient_funds,2026-08-31 11:33:18,True,mark_lost,none,suppressed_do_not_contact
TXN0062,Lakshmi Rao,8631.01,insufficient_funds,2026-08-31 14:47:01,False,mark_lost,none,suppressed_retry_cap
TXN0094,Priya Sharma,3377.38,invalid_card,2026-08-31 15:52:28,False,mark_lost,none,suppressed_retry_cap
TXN0079,Priya Sharma,4333.1,network_timeout,2026-08-31 16:42:24,False,retry_now,none,
TXN0076,Rahul Verma,9089.77,insufficient_funds,2026-08-31 21:24:18,False,mark_lost,none,suppressed_retry_cap
TXN0023,Nikhil Joshi,1468.48,invalid_card,2026-08-31 21:44:18,False,send_nudge,email,
TXN0002,Suresh Babu,1113.7,insufficient_funds,2026-08-31 22:41:28,False,mark_lost,none,suppressed_retry_cap
TXN0035,Ananya Iyer,5715.83,insufficient_funds,2026-08-31 22:59:59,False,mark_lost,none,suppressed_retry_cap
TXN0133,Priya Sharma,5958.74,invalid_card,2026-08-31 23:24:33,False,mark_lost,none,suppressed_retry_cap
TXN0009,Lakshmi Rao,5407.66,card_expired,2026-09-01 00:38:40,False,mark_lost,none,suppressed_retry_cap
TXN0145,Divya Menon,3814.54,invalid_card,2026-09-01 01:19:02,False,send_nudge,email,
TXN0061,Arjun Nair,892.1,invalid_card,2026-09-01 03:06:41,True,mark_lost,none,suppressed_do_not_contact
TXN0018,Meera Pillai,3221.99,insufficient_funds,2026-09-01 03:40:16,False,mark_lost,none,suppressed_retry_cap
TXN0124,Divya Menon,6969.1,insufficient_funds,2026-09-01 04:08:30,False,mark_lost,none,suppressed_retry_cap
TXN0125,Sanjay Mehta,5470.85,network_timeout,2026-09-01 04:36:46,False,retry_now,none,
TXN0048,Karthik Raj,635.29,invalid_card,2026-09-01 05:00:34,False,mark_lost,none,suppressed_retry_cap
TXN0059,Kavya Reddy,5466.73,network_timeout,2026-09-01 05:50:13,False,retry_now,none,
TXN0137,Suresh Babu,290.89,insufficient_funds,2026-09-01 07:03:21,False,mark_lost,none,suppressed_retry_cap
TXN0134,Arjun Nair,8680.83,network_timeout,2026-09-01 07:29:17,True,retry_now,none,
TXN0115,Pooja Desai,6988.53,fraud_blocked,2026-09-01 07:30:15,True,manual_review,none,
TXN0063,Manoj Tiwari,2536.53,invalid_card,2026-09-01 10:01:07,True,mark_lost,none,suppressed_do_not_contact
TXN0095,Meera Pillai,1866.82,invalid_card,2026-09-01 10:22:29,False,mark_lost,none,suppressed_retry_cap
TXN0091,Vikram Singh,8725.1,fraud_blocked,2026-09-01 13:52:37,False,manual_review,none,
TXN0149,Kavya Reddy,5108.01,network_timeout,2026-09-01 16:31:12,False,retry_now,none,
TXN0071,Anjali Bose,3093.92,network_timeout,2026-09-01 17:40:44,False,retry_now,none,
